session_id,user_id,role,login_hour,login_day,location_change,device_change,failed_logins,session_duration,resource_access_count,sensitive_resource_access,data_volume,message_count,suspicious_url_count,privilege_level,role_change_attempt,after_hours_activity,ip_reputation,behaviour_deviation,transfer_amount,new_external_payees,threat_type
S005685,d.sharma,analyst,10.0,0.0,0.0,0.0,0.0,581.0,7.0,2.0,12758.0,9.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S004883,d.sharma,analyst,10.0,4.0,0.0,0.0,0.0,552.0,7.0,3.0,16969.0,5.0,0.0,2.0,0.0,0.0,0.05,0.7464,0,0.0,normal
S005647,n.pillai,domain_admin,8.0,1.0,0.0,0.0,0.0,601.0,11.0,7.0,711.0,0.0,0.0,6.0,0.0,0.0,0.05,0.8434,0,0.0,normal
S010341,p.nair,officer,22.0,3.0,1.0,1.0,8.0,25.0,6.0,2.0,8752.0,0.0,0.0,2.0,0.0,15.0,0.6,1.858,0,0.0,compromised
S004302,n.pillai,domain_admin,9.0,0.0,0.0,0.0,0.0,623.0,2.0,1.0,171.0,2183.0,0.0,6.0,0.0,1.0,0.05,0.7958,0,0.0,normal
S006515,l.mathew,manager,7.0,3.0,0.0,0.0,0.0,683.0,4.0,2.0,1046.0,4497.0,0.0,3.0,0.0,1.0,0.05,0.9342,2646400.0,0.0,normal
S005899,h.qureshi,sysadmin,11.0,2.0,0.0,0.0,0.0,634.0,7.0,8.0,2938.0,0.0,0.0,5.0,0.0,2.0,0.05,0.7385,0,0.0,normal
S008693,m.d'souza,officer,10.0,0.0,0.0,0.0,0.0,548.0,12.0,3.0,1845.0,101.0,0.0,2.0,0.0,0.0,0.05,0.9462,200800.0,0.0,normal
S000571,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,0.0,609.0,8.0,8.0,5889.0,0.0,0.0,5.0,0.0,4.0,0.05,0.6757,0,0.0,normal
S003523,k.venkatesh,analyst,8.0,4.0,0.0,0.0,1.0,557.0,9.0,2.0,18872.0,1.0,0.0,2.0,0.0,0.0,0.05,0.8499,0,0.0,normal
S000418,m.d'souza,officer,10.0,2.0,0.0,0.0,0.0,541.0,5.0,1.0,761.0,14.0,0.0,2.0,0.0,0.0,0.05,0.797,0,0.0,normal
S004970,t.banerjee,dba,11.0,5.0,0.0,0.0,0.0,605.0,13.0,6.0,29295.0,0.0,0.0,4.0,0.0,3.0,0.05,0.6775,0,0.0,normal
S008245,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,585.0,6.0,2.0,9135.0,1.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S002000,k.venkatesh,analyst,10.0,0.0,0.0,0.0,0.0,563.0,5.0,2.0,8094.0,1.0,0.0,2.0,0.0,0.0,0.05,0.6856,0,0.0,normal
S009995,m.d'souza,officer,0.0,0.0,0.0,0.0,0.0,564.0,10.0,3.0,1145.0,150072.0,1.0,2.0,0.0,16.0,0.05,3.0928,213900.0,0.0,malicious
S004597,h.qureshi,sysadmin,11.0,5.0,0.0,0.0,0.0,614.0,5.0,5.0,4504.0,0.0,0.0,5.0,0.0,2.0,0.05,0.8266,0,0.0,normal
S000487,a.fernandes,teller,10.0,4.0,0.0,0.0,0.0,545.0,7.0,2.0,293.0,9.0,0.0,1.0,0.0,0.0,0.05,0.7476,78700.0,0.0,normal
S000677,k.venkatesh,analyst,9.0,0.0,0.0,0.0,1.0,578.0,5.0,2.0,4060.0,2.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S004808,v.rao,manager,8.0,0.0,0.0,0.0,0.0,635.0,5.0,1.0,1087.0,3814.0,0.0,3.0,0.0,0.0,0.05,0.7709,630400.0,0.0,normal
S003839,m.d'souza,officer,11.0,1.0,0.0,0.0,0.0,540.0,13.0,4.0,1793.0,58.0,0.0,2.0,0.0,5.0,0.05,0.708,38700.0,0.0,normal
S001651,r.krishnan,teller,8.0,1.0,0.0,0.0,0.0,506.0,5.0,2.0,128.0,15.0,0.0,1.0,0.0,0.0,0.05,1.0043,32300.0,0.0,normal
S006784,s.iyer,teller,9.0,0.0,0.0,0.0,0.0,495.0,6.0,2.0,89.0,2.0,0.0,1.0,0.0,0.0,0.05,0.7011,9400.0,0.0,normal
S000999,n.pillai,domain_admin,10.0,2.0,0.0,0.0,0.0,600.0,12.0,7.0,1169.0,1220.0,0.0,6.0,0.0,1.0,0.05,0.7043,0,0.0,normal
S006024,k.venkatesh,analyst,10.0,1.0,0.0,0.0,0.0,560.0,10.0,4.0,15712.0,8.0,0.0,2.0,0.0,1.0,0.05,0.8022,0,0.0,normal
S004129,m.d'souza,officer,11.0,0.0,0.0,0.0,0.0,582.0,5.0,3.0,1157.0,12.0,0.0,2.0,0.0,1.0,0.05,0.7298,45300.0,0.0,normal
S005216,h.qureshi,sysadmin,12.0,6.0,0.0,0.0,0.0,624.0,6.0,2.0,3730.0,0.0,0.0,5.0,0.0,4.0,0.05,0.9009,0,0.0,normal
S002938,a.fernandes,teller,9.0,3.0,0.0,0.0,2.0,555.0,2.0,1.0,45.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8557,27000.0,0.0,normal
S008360,n.pillai,domain_admin,9.0,4.0,0.0,0.0,0.0,617.0,11.0,10.0,854.0,1471.0,0.0,6.0,0.0,1.0,0.05,0.7327,0,0.0,normal
S002906,n.pillai,domain_admin,9.0,3.0,0.0,0.0,0.0,615.0,7.0,8.0,359.0,892.0,0.0,6.0,0.0,1.0,0.05,0.9505,0,0.0,normal
S008051,l.mathew,manager,8.0,1.0,0.0,0.0,0.0,662.0,3.0,1.0,516.0,332.0,0.0,3.0,0.0,0.0,0.05,0.6966,774500.0,0.0,normal
S006805,k.venkatesh,analyst,9.0,0.0,0.0,0.0,0.0,576.0,12.0,6.0,21194.0,6.0,0.0,2.0,0.0,0.0,0.05,0.6821,0,0.0,normal
S000010,r.krishnan,teller,9.0,1.0,0.0,0.0,0.0,516.0,11.0,1.0,261.0,5.0,0.0,1.0,0.0,0.0,0.05,0.7744,40400.0,0.0,normal
S003419,r.krishnan,teller,10.0,2.0,0.0,0.0,1.0,518.0,1.0,1.0,41.0,12.0,0.0,1.0,0.0,0.0,0.05,0.7951,7300.0,0.0,normal
S000171,p.nair,officer,9.0,1.0,0.0,0.0,2.0,587.0,10.0,1.0,897.0,79.0,0.0,2.0,0.0,0.0,0.05,0.817,264300.0,0.0,normal
S006590,v.rao,manager,7.0,4.0,0.0,0.0,0.0,631.0,7.0,2.0,863.0,945.0,0.0,3.0,0.0,1.0,0.05,0.7662,1692700.0,0.0,normal
S002055,a.fernandes,teller,9.0,4.0,0.0,0.0,0.0,576.0,11.0,7.0,348.0,5.0,0.0,1.0,0.0,0.0,0.05,0.6879,15200.0,0.0,normal
S008862,v.rao,manager,8.0,1.0,0.0,0.0,0.0,643.0,3.0,0.0,250.0,0.0,0.0,3.0,0.0,0.0,0.05,0.7466,3620400.0,0.0,normal
S003030,m.d'souza,officer,10.0,1.0,0.0,0.0,0.0,542.0,9.0,3.0,1408.0,127.0,0.0,2.0,0.0,0.0,0.05,0.9017,0,0.0,normal
S000041,n.pillai,domain_admin,10.0,4.0,0.0,0.0,0.0,611.0,5.0,3.0,425.0,19.0,0.0,6.0,0.0,1.0,0.05,0.6879,0,0.0,normal
S002227,t.banerjee,dba,9.0,3.0,0.0,0.0,0.0,636.0,8.0,2.0,4421.0,0.0,0.0,4.0,0.0,1.0,0.05,0.7367,0,0.0,normal
S009275,l.mathew,manager,8.0,3.0,0.0,0.0,0.0,699.0,7.0,0.0,560.0,122.0,0.0,3.0,0.0,1.0,0.05,0.6966,0,0.0,normal
S003280,v.rao,manager,7.0,1.0,0.0,0.0,1.0,632.0,4.0,1.0,498.0,3060.0,0.0,3.0,0.0,2.0,0.05,0.7471,215400.0,0.0,normal
S003869,h.qureshi,sysadmin,12.0,0.0,0.0,0.0,0.0,603.0,12.0,6.0,4812.0,0.0,0.0,5.0,0.0,8.0,0.05,0.6968,0,0.0,normal
S009467,a.fernandes,teller,10.0,3.0,0.0,0.0,0.0,548.0,8.0,2.0,378.0,305.0,0.0,1.0,0.0,0.0,0.05,1.9798,10700.0,0.0,negligent
S003657,s.iyer,teller,9.0,2.0,0.0,0.0,0.0,505.0,4.0,2.0,128.0,3.0,0.0,1.0,0.0,0.0,0.05,0.8599,20000.0,0.0,normal
S004415,k.venkatesh,analyst,10.0,1.0,0.0,0.0,0.0,549.0,7.0,1.0,5729.0,4.0,0.0,2.0,0.0,0.0,0.05,0.6856,0,0.0,normal
S003160,p.nair,officer,9.0,3.0,0.0,0.0,0.0,562.0,9.0,2.0,1058.0,55.0,0.0,2.0,0.0,0.0,0.05,0.9249,771500.0,0.0,normal
S004067,l.mathew,manager,9.0,2.0,0.0,0.0,0.0,664.0,8.0,5.0,2247.0,1098.0,0.0,3.0,0.0,5.0,0.05,0.669,963400.0,0.0,normal
S007796,l.mathew,manager,8.0,0.0,0.0,0.0,0.0,670.0,8.0,0.0,1270.0,1953.0,0.0,3.0,0.0,0.0,0.05,0.7302,1426400.0,0.0,normal
S005942,k.venkatesh,analyst,9.0,2.0,0.0,0.0,0.0,582.0,12.0,5.0,19265.0,8.0,0.0,2.0,0.0,0.0,0.05,0.7567,0,0.0,normal
S009721,s.iyer,teller,9.0,3.0,0.0,0.0,0.0,487.0,10.0,5.0,364.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8956,21800.0,0.0,negligent
S001248,m.d'souza,officer,10.0,1.0,0.0,0.0,0.0,559.0,8.0,5.0,1805.0,138.0,0.0,2.0,0.0,0.0,0.05,0.8962,77700.0,0.0,normal
S002622,t.banerjee,dba,10.0,4.0,0.0,0.0,0.0,864.0,6.0,3.0,20339.0,0.0,0.0,4.0,0.0,3.0,0.05,0.6657,0,0.0,normal
S007296,v.rao,manager,9.0,2.0,0.0,0.0,0.0,600.0,8.0,3.0,2391.0,277.0,0.0,3.0,0.0,0.0,0.05,0.7182,206200.0,0.0,normal
S007249,k.venkatesh,analyst,8.0,0.0,0.0,0.0,0.0,567.0,11.0,3.0,17169.0,4.0,0.0,2.0,0.0,0.0,0.05,0.7343,0,0.0,normal
S001343,a.fernandes,teller,9.0,4.0,0.0,0.0,0.0,554.0,10.0,3.0,268.0,4.0,0.0,1.0,0.0,0.0,0.05,0.8176,62400.0,0.0,normal
S009913,m.d'souza,officer,2.0,0.0,0.0,0.0,1.0,556.0,10.0,2.0,2106.7698,93.0,0.0,2.0,0.0,17.0,0.05,1.2924,1596000.0,2.0,malicious
S008266,m.d'souza,officer,10.0,4.0,0.0,0.0,0.0,542.0,4.0,0.0,449.0,7.0,0.0,2.0,0.0,0.0,0.05,0.8108,890600.0,0.0,normal
S007605,r.krishnan,teller,10.0,0.0,0.0,0.0,0.0,508.0,10.0,4.0,260.0,6.0,0.0,1.0,0.0,0.0,0.05,0.7575,0,0.0,normal
S007800,v.rao,manager,8.0,0.0,0.0,0.0,0.0,643.0,5.0,1.0,1152.0,120.0,0.0,3.0,0.0,0.0,0.05,0.6858,1268100.0,0.0,normal
S003722,v.rao,manager,8.0,3.0,0.0,0.0,0.0,619.0,11.0,4.0,1533.0,240.0,0.0,3.0,0.0,0.0,0.05,0.8204,1111600.0,0.0,normal
S002264,s.iyer,teller,8.0,3.0,0.0,0.0,1.0,498.0,8.0,0.0,153.0,12.0,0.0,1.0,0.0,0.0,0.05,0.9957,60800.0,0.0,normal
S004639,a.fernandes,teller,9.0,1.0,0.0,0.0,0.0,540.0,5.0,2.0,172.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8292,38000.0,0.0,normal
S008486,a.fernandes,teller,9.0,0.0,0.0,0.0,0.0,575.0,6.0,2.0,175.0,2.0,0.0,1.0,0.0,0.0,0.05,0.691,40000.0,0.0,normal
S004088,v.rao,manager,8.0,1.0,0.0,0.0,0.0,611.0,11.0,2.0,1703.0,2339.0,0.0,3.0,0.0,0.0,0.05,0.8951,3122700.0,0.0,normal
S004614,n.pillai,domain_admin,8.0,4.0,0.0,0.0,0.0,618.0,9.0,8.0,525.0,0.0,0.0,6.0,0.0,0.0,0.05,0.7305,0,0.0,normal
S003397,s.iyer,teller,8.0,1.0,0.0,0.0,1.0,494.0,9.0,6.0,160.0,3.0,0.0,1.0,0.0,0.0,0.05,0.7348,0,0.0,normal
S004046,p.nair,officer,10.0,1.0,0.0,0.0,0.0,556.0,3.0,0.0,443.0,41.0,0.0,2.0,0.0,0.0,0.05,0.8696,273700.0,0.0,normal
S001097,n.pillai,domain_admin,8.0,0.0,0.0,0.0,2.0,622.0,9.0,4.0,589.0,6.0,0.0,6.0,0.0,0.0,0.05,0.7305,0,0.0,normal
S002003,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,573.0,12.0,6.0,29087.0,4.0,0.0,2.0,0.0,0.0,0.05,0.8419,0,0.0,normal
S000166,r.krishnan,teller,9.0,0.0,0.0,0.0,0.0,521.0,10.0,0.0,100.0,8.0,0.0,1.0,0.0,0.0,0.05,0.6802,0,0.0,normal
S010455,p.nair,officer,9.0,2.0,0.0,0.0,0.0,547.0,14.0,11.0,1501.0,34.0,0.0,2.0,4.0,0.0,0.05,1.0447,375300.0,0.0,privilege_abuse
S001264,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,565.0,7.0,3.0,18268.0,5.0,0.0,2.0,0.0,0.0,0.05,0.6827,0,0.0,normal
S004367,s.iyer,teller,9.0,4.0,0.0,0.0,0.0,490.0,4.0,1.0,39.0,2.0,0.0,1.0,0.0,0.0,0.05,1.096,47900.0,0.0,normal
S003174,s.iyer,teller,9.0,2.0,0.0,0.0,0.0,504.0,11.0,5.0,247.0,4.0,0.0,1.0,0.0,0.0,0.05,0.7323,42600.0,0.0,normal
S004019,n.pillai,domain_admin,8.0,1.0,0.0,0.0,1.0,628.0,14.0,7.0,1225.0,3.0,0.0,6.0,0.0,0.0,0.05,0.7305,0,0.0,normal
S007570,h.qureshi,sysadmin,12.0,5.0,0.0,0.0,0.0,620.0,5.0,3.0,1098.0,0.0,0.0,5.0,0.0,4.0,0.05,0.833,0,0.0,normal
S009378,k.venkatesh,analyst,10.0,3.0,0.0,0.0,0.0,557.0,9.0,2.0,10960.0,2.0,0.0,2.0,0.0,1.0,0.05,0.6856,0,0.0,normal
S007896,n.pillai,domain_admin,9.0,1.0,0.0,0.0,2.0,625.0,8.0,4.0,318.0,1147.0,0.0,6.0,0.0,0.0,0.05,0.7296,0,0.0,normal
S005412,s.iyer,teller,10.0,2.0,0.0,0.0,0.0,505.0,5.0,1.0,81.0,5.0,0.0,1.0,0.0,0.0,0.05,0.9978,38900.0,0.0,normal
S006014,d.sharma,analyst,10.0,2.0,0.0,0.0,0.0,560.0,8.0,5.0,22644.0,6.0,0.0,2.0,0.0,1.0,0.05,0.8117,0,0.0,normal
S003411,r.krishnan,teller,9.0,2.0,0.0,0.0,0.0,489.0,7.0,4.0,210.0,7.0,0.0,1.0,0.0,0.0,0.05,0.8276,6500.0,0.0,normal
S008097,k.venkatesh,analyst,10.0,0.0,0.0,0.0,0.0,567.0,14.0,4.0,18898.0,6.0,0.0,2.0,0.0,0.0,0.05,0.8497,0,0.0,normal
S008699,m.d'souza,officer,10.0,4.0,0.0,0.0,0.0,578.0,6.0,1.0,945.0,30.0,0.0,2.0,0.0,1.0,0.05,0.691,446000.0,0.0,normal
S003981,t.banerjee,dba,10.0,3.0,0.0,0.0,2.0,619.0,12.0,5.0,29326.0,0.0,0.0,4.0,0.0,1.0,0.05,0.6657,0,0.0,normal
S005281,s.iyer,teller,8.0,3.0,0.0,0.0,0.0,493.0,7.0,1.0,174.0,6.0,0.0,1.0,0.0,0.0,0.05,0.7348,34200.0,0.0,normal
S005638,d.sharma,analyst,9.0,0.0,0.0,0.0,0.0,578.0,7.0,2.0,13355.0,2.0,0.0,2.0,0.0,0.0,0.05,0.7829,0,0.0,normal
S003356,p.nair,officer,9.0,3.0,0.0,0.0,0.0,556.0,7.0,1.0,880.0,18.0,0.0,2.0,0.0,0.0,0.05,0.9584,651700.0,0.0,normal
S003885,m.d'souza,officer,10.0,4.0,0.0,0.0,0.0,547.0,9.0,3.0,952.0,37.0,0.0,2.0,0.0,0.0,0.05,0.9839,239600.0,0.0,normal
S009478,v.rao,manager,7.0,4.0,0.0,0.0,0.0,967.0,12.0,4.0,2599.0,533.0,0.0,3.0,0.0,3.0,0.05,0.8815,2307300.0,0.0,negligent
S002346,d.sharma,analyst,10.0,0.0,0.0,0.0,0.0,584.0,11.0,2.0,24090.0,7.0,0.0,2.0,0.0,0.0,0.05,0.7745,0,0.0,normal
S007295,n.pillai,domain_admin,10.0,0.0,0.0,1.0,0.0,623.0,4.0,3.0,217.0,6.0,0.0,6.0,0.0,1.0,0.05,0.9073,0,0.0,normal
S007389,t.banerjee,dba,10.0,3.0,0.0,0.0,0.0,606.0,16.0,5.0,42133.0,0.0,0.0,4.0,0.0,1.0,0.05,0.6711,0,0.0,normal
S000049,v.rao,manager,8.0,0.0,0.0,0.0,0.0,624.0,5.0,4.0,1045.0,20.0,0.0,3.0,0.0,0.0,0.05,0.6841,0,0.0,normal
S006252,n.pillai,domain_admin,8.0,0.0,0.0,0.0,0.0,619.0,11.0,4.0,861.0,10.0,0.0,6.0,0.0,0.0,0.05,0.7305,0,0.0,normal
S002559,a.fernandes,teller,9.0,2.0,0.0,0.0,0.0,577.0,10.0,3.0,260.0,5.0,0.0,1.0,0.0,0.0,0.05,0.8162,48400.0,0.0,normal
S008032,h.qureshi,sysadmin,11.0,3.0,0.0,0.0,0.0,639.0,14.0,12.0,11470.0,0.0,0.0,5.0,0.0,1.0,0.05,0.7804,0,0.0,normal
S003934,d.sharma,analyst,10.0,4.0,0.0,0.0,0.0,581.0,6.0,1.0,7599.0,0.0,0.0,2.0,0.0,1.0,0.05,0.6827,0,0.0,normal
S000947,m.d'souza,officer,10.0,3.0,0.0,1.0,2.0,570.0,8.0,2.0,939.0,129.0,0.0,2.0,0.0,0.0,0.05,0.8749,475000.0,0.0,normal
S007968,a.fernandes,teller,9.0,1.0,0.0,0.0,0.0,580.0,4.0,3.0,171.0,1.0,0.0,1.0,0.0,0.0,0.05,0.9011,47700.0,0.0,normal
S009101,l.mathew,manager,8.0,4.0,0.0,0.0,0.0,682.0,11.0,7.0,2397.0,207.0,0.0,3.0,0.0,1.0,0.05,0.6966,2308700.0,0.0,normal
S004929,p.nair,officer,9.0,3.0,0.0,0.0,1.0,549.0,6.0,2.0,643.0,12.0,0.0,2.0,0.0,0.0,0.05,0.9072,311700.0,0.0,normal
S009303,s.iyer,teller,9.0,2.0,0.0,0.0,0.0,494.0,3.0,1.0,38.0,0.0,0.0,1.0,0.0,0.0,0.05,1.0356,126700.0,0.0,normal
S004611,m.d'souza,officer,10.0,0.0,0.0,0.0,0.0,548.0,4.0,2.0,923.0,55.0,0.0,2.0,0.0,0.0,0.05,0.7871,302600.0,0.0,normal
S009315,d.sharma,analyst,10.0,0.0,0.0,0.0,0.0,546.0,11.0,0.0,15649.0,7.0,0.0,2.0,0.0,0.0,0.05,0.6882,0,0.0,normal
S000848,r.krishnan,teller,8.0,3.0,0.0,0.0,0.0,522.0,6.0,0.0,84.0,3.0,0.0,1.0,0.0,0.0,0.05,0.7964,0,0.0,normal
S003510,d.sharma,analyst,11.0,4.0,0.0,0.0,0.0,566.0,8.0,1.0,11453.0,3.0,0.0,2.0,0.0,1.0,0.05,0.6876,0,0.0,normal
S004135,h.qureshi,sysadmin,11.0,4.0,0.0,0.0,0.0,619.0,13.0,11.0,4887.0,0.0,0.0,5.0,0.0,5.0,0.05,0.7371,0,0.0,normal
S001803,h.qureshi,sysadmin,11.0,2.0,0.0,0.0,1.0,614.0,12.0,7.0,3813.0,0.0,0.0,5.0,1.0,5.0,0.05,0.6757,0,0.0,normal
S002573,l.mathew,manager,9.0,0.0,0.0,0.0,2.0,703.0,5.0,1.0,1128.0,2374.0,0.0,3.0,0.0,2.0,0.05,0.8973,842000.0,0.0,normal
S006791,a.fernandes,teller,9.0,3.0,0.0,0.0,0.0,575.0,10.0,1.0,186.0,4.0,0.0,1.0,0.0,0.0,0.05,0.8516,118500.0,0.0,normal
S003010,r.krishnan,teller,9.0,0.0,0.0,0.0,0.0,508.0,13.0,3.0,278.0,9.0,0.0,1.0,0.0,0.0,0.05,0.8112,8800.0,0.0,normal
S002538,l.mathew,manager,7.0,0.0,0.0,1.0,0.0,665.0,8.0,4.0,2450.0,353.0,0.0,3.0,0.0,3.0,0.05,0.7397,658700.0,0.0,normal
S006869,r.krishnan,teller,9.0,2.0,0.0,0.0,0.0,492.0,4.0,2.0,57.0,6.0,0.0,1.0,0.0,0.0,0.05,0.7531,15600.0,0.0,normal
S000207,a.fernandes,teller,10.0,2.0,0.0,0.0,1.0,586.0,7.0,4.0,182.0,1.0,0.0,1.0,0.0,0.0,0.05,0.7889,93300.0,0.0,normal
S008203,m.d'souza,officer,9.0,4.0,0.0,0.0,0.0,565.0,8.0,4.0,1434.0,75.0,0.0,2.0,0.0,0.0,0.05,0.7413,95700.0,0.0,normal
S003405,h.qureshi,sysadmin,11.0,5.0,0.0,0.0,0.0,611.0,9.0,6.0,4134.0,0.0,0.0,5.0,0.0,2.0,0.05,0.6757,0,0.0,normal
S008010,r.krishnan,teller,10.0,0.0,0.0,0.0,0.0,517.0,4.0,2.0,155.0,9.0,0.0,1.0,0.0,0.0,0.05,0.9267,43800.0,0.0,normal
S009037,a.fernandes,teller,10.0,4.0,0.0,0.0,1.0,673.0,6.0,0.0,215.0,7.0,0.0,1.0,0.0,2.0,0.05,1.0049,76200.0,0.0,normal
S004218,k.venkatesh,analyst,8.0,1.0,0.0,0.0,0.0,575.0,9.0,4.0,8302.0,3.0,0.0,2.0,0.0,0.0,0.05,0.7343,0,0.0,normal
S002984,l.mathew,manager,7.0,2.0,0.0,0.0,0.0,664.0,12.0,4.0,3130.0,2958.0,0.0,3.0,0.0,1.0,0.05,0.8191,843900.0,0.0,normal
S007277,t.banerjee,dba,10.0,3.0,0.0,0.0,0.0,615.0,6.0,1.0,12792.0,0.0,0.0,4.0,0.0,1.0,0.05,0.8017,0,0.0,normal
S006988,r.krishnan,teller,9.0,0.0,0.0,0.0,0.0,520.0,4.0,3.0,128.0,13.0,0.0,1.0,0.0,0.0,0.05,1.0298,35500.0,0.0,normal
S006509,v.rao,manager,8.0,4.0,0.0,0.0,0.0,608.0,5.0,0.0,720.0,2780.0,0.0,3.0,0.0,0.0,0.05,0.9383,372500.0,0.0,normal
S007507,t.banerjee,dba,9.0,3.0,0.0,0.0,0.0,605.0,7.0,1.0,15306.0,0.0,0.0,4.0,0.0,0.0,0.05,0.7367,0,0.0,normal
S009563,k.venkatesh,analyst,9.0,4.0,0.0,0.0,3.0,587.0,8.0,1.0,13987.0,3.0,0.0,2.0,0.0,0.0,0.05,0.6962,0,0.0,negligent
S005676,r.krishnan,teller,8.0,0.0,0.0,0.0,1.0,485.0,13.0,5.0,304.0,4.0,0.0,1.0,0.0,0.0,0.05,0.7264,43400.0,0.0,normal
S000474,k.venkatesh,analyst,8.0,3.0,0.0,0.0,0.0,544.0,12.0,2.0,10467.0,5.0,0.0,2.0,0.0,0.0,0.05,0.7343,0,0.0,normal
